60
0,1189 0
50,76 90
779,820 90
752,786 84
532,561 37
831,877 9
63,106 95
253,290 74
578,590 51
0,12 17
379,402 29
178,209 3
210,242 12
273,304 71
25,48 26
1113,1157 11
245,274 33
111,142 2
802,814 42
944,970 9
292,328 84
222,257 71
0,18 72
139,187 89
103,138 38
7,41 71
727,774 93
190,238 44
479,532 12
36,62 64
440,464 10
341,382 40
367,401 88
471,500 58
472,502 12
709,720 45
647,681 2
583,610 40
234,262 74
794,827 78
55,91 32
641,670 77
53,89 31
165,200 95
496,550 91
825,862 29
397,440 18
334,351 32
550,586 87
584,612 25
559,604 25
302,349 72
867,910 13
1107,1136 99
733,756 45
383,428 98
709,748 50
253,300 62
1021,1042 18
746,791 49
0.0 89.3 87.1 41.6 91.7 4.9 70.6 47.9 45.7 73.3 48.3 47.8 83.1 27.7 82.8 68.6 38.5 96.0 8.7 83.7 53.7 40.0 34.4 23.3 34.5 68.7 41.5 35.6 17.5 64.3 53.8 88.1 46.4 40.1 79.6 51.8 39.1 57.5 102.2 4.1 48.8 5.6 52.7 38.2 87.5 91.4 68.4 35.6 51.7 40.3 72.0 58.2 58.4 79.2 88.0 72.6 70.9 68.5 83.1 51.1 
94.0 0.0 19.9 55.3 6.4 86.7 41.3 82.0 82.8 83.1 80.4 48.2 45.5 87.0 90.5 48.7 118.3 7.7 94.3 65.9 41.8 81.4 90.7 109.2 72.9 20.6 67.1 54.9 82.8 57.5 70.8 91.7 45.8 50.7 19.6 65.8 80.6 45.8 13.1 91.8 45.6 94.6 102.3 51.8 17.6 75.2 52.2 72.2 71.3 81.6 66.8 39.1 96.0 11.2 86.0 16.8 44.2 21.5 17.1 80.3 
91.4 23.0 0.0 61.0 26.4 85.5 25.1 90.6 70.6 65.9 67.7 40.5 26.1 78.7 72.5 32.4 110.8 25.8 90.4 46.8 34.0 70.4 80.9 104.2 63.8 24.4 56.8 56.8 77.0 41.8 57.0 73.1 40.8 46.9 36.1 75.7 87.4 34.1 24.3 88.8 52.0 91.9 89.6 49.0 2.2 55.7 35.8 78.1 81.1 88.6 49.3 48.6 81.9 24.7 67.2 24.5 27.6 22.1 5.3 67.1 
45.0 57.5 63.4 0.0 55.7 37.4 56.7 30.4 63.6 82.4 63.8 37.0 69.7 54.8 92.6 59.3 78.6 60.5 49.2 80.6 37.9 58.8 61.6 64.8 48.1 37.2 48.9 11.5 45.0 61.1 61.4 96.6 31.1 27.1 40.8 19.3 26.3 46.6 68.3 45.2 9.6 47.2 79.6 24.3 60.3 90.6 61.3 17.2 23.5 27.6 72.5 17.8 79.8 44.1 93.8 39.2 58.7 39.0 55.9 65.7 
95.7 11.3 29.7 59.0 0.0 88.8 47.4 80.8 87.8 89.2 85.6 52.7 52.0 91.1 96.8 54.8 122.1 4.9 97.1 72.4 46.4 86.2 95.1 112.3 77.3 23.9 71.9 56.6 86.3 63.5 76.3 98.0 49.8 54.2 16.7 64.4 80.1 51.2 13.6 94.4 46.1 97.1 107.3 54.9 24.1 81.7 58.4 72.2 69.8 81.1 73.0 38.6 101.4 12.5 92.4 19.3 50.4 25.5 23.5 85.7 
9.4 87.2 86.5 42.3 89.6 0.0 70.2 43.0 48.6 75.7 51.0 47.1 83.0 31.3 85.4 68.7 43.4 93.3 13.6 84.8 52.6 42.9 38.2 28.0 36.3 66.2 42.8 32.3 20.4 65.1 55.6 90.6 45.0 38.6 76.2 47.0 34.2 57.2 99.7 9.0 45.0 10.0 56.8 36.5 85.8 92.9 68.8 30.7 46.8 35.5 73.3 54.4 62.0 76.4 90.2 69.9 70.8 66.3 81.3 53.7 
73.8 44.1 28.1 56.8 48.4 73.1 0.0 86.9 46.1 41.7 43.0 23.3 13.3 56.6 49.4 7.4 88.5 48.6 72.0 27.2 19.2 46.7 57.7 84.1 41.7 31.1 34.0 48.2 57.4 16.7 32.1 51.0 27.1 33.3 50.1 74.9 81.5 13.0 49.1 71.3 50.1 74.5 64.8 36.2 26.9 37.4 10.9 71.9 79.8 83.0 25.5 51.4 56.8 39.8 45.9 34.9 3.0 27.5 24.9 42.2 
50.6 86.1 93.1 33.7 83.3 43.2 89.0 0.0 85.7 108.6 86.9 66.0 100.1 71.8 118.9 89.1 85.5 85.8 56.5 109.8 67.9 80.1 79.0 69.1 70.6 66.3 73.8 39.2 60.4 89.8 87.2 123.4 60.6 55.5 64.3 16.6 8.8 76.2 94.3 51.9 38.6 52.0 98.0 52.5 89.7 119.6 90.8 16.2 11.5 7.5 100.8 42.9 101.0 70.8 121.3 67.3 88.8 68.5 85.3 89.2 
46.1 87.6 75.0 65.8 90.7 49.2 47.2 88.4 0.0 28.3 3.6 35.9 53.7 18.9 37.2 40.0 45.3 90.5 41.4 44.7 41.6 5.7 15.0 46.8 15.5 65.0 16.5 52.1 28.3 31.2 14.7 42.6 40.6 39.7 83.4 81.8 77.3 37.1 93.1 43.8 64.0 46.3 19.5 41.3 72.1 49.7 37.5 69.7 84.4 78.9 32.5 71.3 16.2 76.8 43.3 70.0 44.4 62.6 69.0 6.1 
76.6 84.6 70.0 84.6 94.1 76.9 46.5 109.9 33.1 0.0 25.2 46.8 41.7 47.2 10.2 34.3 70.7 90.4 69.7 23.9 49.3 33.6 42.8 74.7 39.6 70.5 34.8 71.1 55.8 26.0 21.4 14.9 53.0 55.4 90.1 101.7 101.0 40.9 90.3 71.7 79.9 74.4 36.2 58.0 68.0 24.2 30.8 92.4 105.2 102.6 16.5 84.9 24.8 80.8 15.0 75.0 38.8 67.2 66.5 22.4 
