60
0,35 0
0,42 0
0,1381 0
434,476 17
111,161 45
938,953 45
135,168 47
1067,1091 40
336,356 33
1033,1052 78
569,591 30
31,63 9
439,475 75
1169,1200 7
323,356 35
190,220 60
556,582 99
123,171 93
478,520 15
648,680 75
82,109 59
844,881 91
632,658 65
506,534 73
371,408 96
257,273 1
824,857 94
677,699 1
702,724 71
57,82 46
965,1006 36
385,406 100
526,563 37
1296,1301 70
155,202 13
605,660 37
234,259 47
212,241 95
3,41 9
120,155 91
348,371 45
734,772 53
530,564 71
411,420 8
297,315 59
429,443 6
222,240 93
634,665 72
323,349 28
783,809 94
355,399 92
228,255 32
81,108 24
290,341 90
124,155 43
593,603 51
46,70 50
218,236 82
281,301 59
60,89 31
0.0 65.2 51.4 60.3 66.6 44.0 39.0 8.2 86.6 71.3 14.1 99.4 32.1 37.7 79.1 57.7 28.6 81.1 102.4 79.4 98.6 40.4 39.7 30.3 99.5 68.7 59.3 95.9 51.4 45.2 58.8 44.1 70.8 84.8 15.4 29.8 56.6 67.7 28.7 76.1 62.2 36.7 68.3 21.5 19.0 30.8 92.8 20.5 97.7 34.0 29.5 89.1 13.1 71.9 108.7 81.4 34.2 30.5 92.6 54.5 
68.6 0.0 14.6 30.1 2.2 45.2 48.9 62.7 82.8 13.9 52.5 55.0 40.6 30.5 70.7 9.3 47.0 44.3 43.5 78.6 68.8 71.3 75.4 52.9 68.9 47.6 67.9 40.6 46.9 84.6 63.1 98.4 16.4 64.2 57.4 39.5 21.8 6.1 55.1 38.3 60.8 92.1 22.7 44.7 76.9 52.1 62.2 47.1 41.6 67.5 50.0 29.5 56.8 7.3 95.9 24.7 44.1 37.6 34.2 23.7 
51.5 17.5 0.0 23.7 15.5 39.7 35.5 48.3 75.1 20.8 39.3 58.0 26.1 20.5 63.3 11.3 32.5 43.4 53.0 70.0 67.3 57.5 61.4 43.6 67.7 41.4 56.7 48.0 43.6 70.6 52.3 83.8 26.8 59.5 45.2 28.4 14.4 19.0 40.7 37.1 50.9 77.5 22.8 30.3 62.3 42.9 60.5 32.6 49.5 53.4 40.3 39.0 42.2 20.6 90.9 32.0 35.5 26.3 43.1 14.8 
62.6 35.0 25.0 0.0 29.0 62.1 27.6 54.3 52.7 22.2 52.3 39.4 28.1 41.5 40.6 33.2 32.9 21.9 44.9 48.4 44.3 48.9 53.6 62.9 44.8 17.9 39.3 37.2 66.8 62.4 34.2 80.4 46.4 35.8 59.8 47.1 9.3 36.3 38.0 16.1 31.2 75.5 12.0 39.5 64.4 62.4 37.6 39.8 39.2 47.3 59.5 34.1 47.9 30.6 67.3 26.1 56.1 44.9 36.0 9.0 
68.0 5.1 19.6 29.1 0.0 47.5 49.0 63.8 81.5 11.7 54.0 52.8 41.2 32.4 69.4 11.5 47.6 42.4 41.3 77.5 66.8 71.4 75.6 55.0 66.9 46.3 67.2 38.3 49.2 84.8 62.4 99.0 18.0 62.5 59.1 41.3 21.0 7.6 55.5 36.5 59.9 92.8 21.0 45.8 77.8 54.2 60.3 48.1 39.3 67.8 52.0 27.3 57.8 5.4 94.3 22.4 46.2 39.4 32.0 23.1 
45.0 47.5 43.1 65.0 51.0 0.0 59.9 47.7 108.7 58.0 31.2 97.6 46.6 20.9 97.9 36.0 49.8 83.0 88.8 102.4 106.4 75.0 76.6 14.9 106.9 78.6 84.9 85.6 7.5 84.4 81.9 87.9 39.9 97.1 28.9 19.4 53.5 43.4 56.9 76.7 82.6 80.5 62.4 37.6 62.6 14.1 99.7 40.7 86.7 68.7 14.6 74.8 45.8 52.3 127.3 69.4 10.3 20.8 79.5 53.1 
43.0 50.3 40.3 32.3 49.8 61.2 0.0 31.4 50.3 47.0 36.9 63.2 13.2 40.5 41.1 46.7 11.4 44.7 72.5 43.5 59.8 22.5 26.9 54.0 60.7 30.3 25.0 64.6 66.6 36.0 22.3 52.9 62.4 45.8 44.8 40.7 29.6 54.2 11.4 40.8 24.3 47.9 39.0 24.1 38.0 53.8 54.1 22.1 66.6 19.8 51.0 61.4 25.8 52.7 71.1 53.4 50.6 39.1 63.5 27.1 
8.7 66.8 49.7 55.2 64.7 50.7 35.5 0.0 78.5 67.3 16.4 93.0 26.2 37.8 71.1 56.0 21.8 74.6 97.6 71.2 91.2 32.5 32.1 35.3 92.1 61.5 51.1 90.8 55.2 38.3 50.7 40.4 70.1 77.1 21.0 31.1 51.7 65.8 20.7 69.8 54.2 33.1 63.2 17.9 15.5 35.7 85.5 15.8 92.6 26.0 33.9 84.7 6.4 68.9 100.6 76.8 37.5 31.2 87.9 49.4 
89.0 84.4 76.2 53.9 86.5 111.1 54.8 79.7 0.0 72.7 87.0 54.5 62.8 88.1 12.1 85.6 61.7 45.4 78.6 7.3 34.6 49.4 52.8 104.2 35.7 35.2 27.4 70.2 114.8 55.4 28.1 77.2 99.2 23.5 94.9 90.2 61.7 88.9 58.2 48.6 26.2 77.0 61.4 74.4 78.0 104.0 35.1 72.3 72.0 54.4 101.2 75.8 74.3 82.2 22.7 70.5 100.1 88.3 74.5 60.5 
73.7 17.4 25.6 24.3 14.8 62.8 50.1 71.7 77.7 0.0 60.0 41.1 42.3 40.8 60.6 22.2 48.4 31.2 32.1 69.3 55.5 69.4 73.9 63.9 55.6 37.5 61.6 27.7 60.3 83.0 56.4 99.2 29.0 52.4 66.0 49.2 17.4 18.9 55.5 25.6 53.2 93.6 11.2 49.8 80.1 63.2 49.0 51.5 29.0 66.7 60.8 18.1 61.0 9.9 83.9 11.5 55.5 47.1 22.3 19.9 
