40
0,1102 0
547,572 14
625,651 82
579,608 27
294,308 34
193,206 4
155,170 29
183,196 50
717,723 37
569,594 33
165,194 39
7,33 33
958,991 41
207,234 62
373,394 100
669,686 94
448,469 60
324,335 27
383,407 91
116,134 23
281,304 26
126,160 60
810,825 55
884,905 75
180,203 77
252,276 46
345,365 28
60,65 7
403,414 22
70,90 61
501,521 60
268,293 88
216,246 51
427,443 89
230,249 56
18,49 75
46,66 51
84,115 39
741,760 26
646,665 47
0.0 35.8 11.9 66.1 55.2 55.7 56.9 65.6 13.0 50.1 44.8 81.0 61.1 73.8 30.3 63.8 60.6 79.5 32.2 78.7 36.0 86.6 87.1 58.4 54.7 47.2 53.6 91.7 36.3 58.8 68.3 48.4 71.4 50.2 36.0 54.3 54.2 40.0 32.4 37.9 
39.8 0.0 39.4 62.9 47.4 59.9 50.9 41.9 27.5 49.7 78.4 61.0 45.3 96.6 17.8 90.0 72.8 97.1 61.8 71.3 52.1 75.6 103.8 55.9 39.0 69.8 84.7 106.7 67.8 93.6 59.6 33.3 84.8 24.6 71.3 88.2 84.5 11.3 16.7 73.7 
16.6 42.0 0.0 56.0 46.7 44.6 47.8 61.1 23.4 40.2 39.1 74.6 54.4 62.8 28.2 53.6 48.6 67.7 23.0 69.0 24.2 77.5 75.3 48.5 48.4 35.8 45.6 79.8 28.5 54.5 59.3 42.7 59.5 47.7 33.2 48.8 45.7 40.1 40.6 37.3 
66.6 63.8 56.7 0.0 15.8 14.5 12.0 38.1 71.7 16.0 75.8 34.1 24.3 59.9 46.7 62.9 28.4 51.0 58.0 13.5 36.2 23.3 54.4 7.8 27.1 46.4 71.4 54.3 64.1 90.4 10.0 30.7 35.9 44.0 78.6 82.9 69.4 52.8 77.0 85.6 
58.5 48.5 46.9 18.8 0.0 19.6 3.9 26.0 58.8 10.6 73.9 30.1 12.4 67.6 31.9 67.5 36.4 61.5 54.8 24.7 32.8 31.4 66.2 10.2 12.2 48.2 72.3 67.1 61.5 89.5 13.3 14.9 46.7 28.5 74.2 82.2 70.7 37.0 62.0 80.5 
57.4 61.5 48.1 16.8 19.6 0.0 16.4 45.6 63.2 10.9 61.3 46.5 31.8 48.2 42.3 49.4 16.7 41.9 43.8 27.8 22.5 37.8 47.0 10.8 31.5 32.0 57.0 48.5 49.7 75.8 22.9 32.1 27.3 46.1 64.5 68.4 55.0 51.4 71.9 71.6 
58.1 52.5 48.2 15.5 7.6 19.8 0.0 29.3 61.2 9.1 73.1 31.4 15.3 64.6 35.0 65.2 33.2 58.1 54.2 22.0 32.0 29.6 62.6 6.4 16.0 46.3 70.8 63.4 60.8 88.5 11.4 18.7 43.1 32.4 74.1 81.1 69.1 40.8 65.3 80.5 
67.3 42.1 63.6 38.6 30.2 45.9 33.4 0.0 63.9 36.1 95.0 19.5 14.0 93.5 35.5 92.7 62.4 87.4 75.6 38.9 55.4 38.9 91.8 35.5 15.1 72.7 95.5 92.2 82.6 111.0 29.4 18.9 72.4 17.4 92.9 104.1 94.2 30.9 58.6 98.1 
16.6 28.8 27.6 74.0 60.0 64.1 63.0 64.0 0.0 55.9 57.5 81.2 62.2 86.2 28.9 76.6 70.5 91.0 45.1 83.3 46.1 90.2 98.5 63.9 55.5 59.3 66.6 102.8 49.4 71.0 72.2 49.0 81.9 47.1 48.1 66.9 67.2 34.7 20.0 48.8 
51.8 49.8 43.0 19.9 11.2 11.8 11.3 39.0 57.1 0.0 63.9 40.4 22.9 57.4 32.4 56.9 27.0 52.5 45.1 28.8 22.8 37.5 57.8 8.3 21.3 37.5 61.8 59.4 51.7 79.3 19.8 21.3 38.1 35.2 65.1 72.0 60.1 40.7 62.5 71.6 
45.4 78.9 43.4 78.2 76.0 65.2 74.0 95.2 58.3 65.9 0.0 104.1 84.9 44.0 66.4 30.6 53.2 56.7 19.4 89.1 41.1 99.1 63.9 70.3 80.4 30.9 13.1 70.1 12.4 16.0 83.1 76.1 57.7 84.5 12.2 9.7 15.3 78.8 77.2 18.3 
85.2 62.7 76.6 35.3 31.7 47.5 33.7 22.4 85.3 43.0 107.2 0.0 20.1 94.0 52.3 96.0 62.3 85.0 84.9 28.0 63.0 23.6 87.9 35.7 26.3 77.7 102.2 87.0 91.7 119.7 24.2 32.6 70.0 36.4 104.0 112.4 100.5 49.8 77.7 110.0 
