20
0,28 0
0,723 0
254,285 46
152,191 4
326,343 86
148,178 64
556,570 1
215,249 25
19,49 48
220,236 100
380,401 54
186,235 15
337,381 72
89,104 2
634,679 61
273,283 24
108,141 88
497,517 62
175,205 18
66,88 47
0.0 25.4 61.4 41.1 27.8 62.7 32.3 77.4 27.0 95.9 37.5 72.7 54.5 53.4 8.8 50.2 5.6 19.3 46.0 68.3 
25.6 0.0 60.0 15.7 15.8 37.3 18.2 71.1 3.4 70.7 13.0 48.3 54.8 61.2 34.2 59.1 30.9 10.7 36.5 58.0 
65.2 63.2 0.0 63.2 44.2 73.1 78.2 19.1 63.3 106.4 57.4 69.5 7.3 21.9 63.3 24.3 63.9 51.8 25.8 22.5 
42.6 15.8 64.2 0.0 23.0 21.6 24.2 70.2 14.8 55.6 6.1 33.3 59.4 69.4 49.9 67.9 46.7 24.1 37.5 55.2 
32.7 16.0 47.3 24.0 0.0 41.6 34.0 55.8 19.1 77.2 17.0 47.8 39.1 46.8 34.9 45.1 33.0 9.6 21.4 43.7 
65.6 38.2 78.1 22.3 43.7 0.0 41.6 74.8 36.2 35.7 25.7 15.8 71.3 84.2 71.4 83.5 68.3 45.0 48.2 58.8 
35.4 19.9 82.0 26.9 34.5 46.6 0.0 89.1 15.1 68.7 26.2 56.0 72.8 78.1 40.4 75.7 36.6 27.2 54.6 75.6 
77.8 71.3 19.7 73.3 57.2 75.4 89.1 0.0 74.0 104.4 65.1 67.2 26.1 40.3 80.4 43.1 80.6 64.7 34.5 15.9 
27.1 8.3 67.2 15.7 23.8 38.9 18.9 74.7 0.0 68.8 13.5 48.0 58.2 64.7 35.9 62.5 32.5 13.9 39.5 60.7 
98.2 74.9 107.0 57.2 77.8 35.8 71.2 107.5 72.4 0.0 60.7 37.2 105.5 119.4 104.8 118.8 101.3 79.7 82.7 88.8 
41.0 13.3 59.7 9.6 20.4 29.1 27.1 68.7 13.8 62.2 0.0 35.3 53.4 63.2 46.1 61.8 43.1 19.3 31.8 50.6 
73.4 52.2 72.4 34.6 50.8 17.0 59.2 69.9 48.1 38.3 40.1 0.0 69.3 84.2 81.1 84.1 78.3 53.7 47.2 51.5 
56.8 54.9 9.3 59.9 39.2 75.9 76.8 30.7 60.5 110.0 53.7 70.8 0.0 17.0 56.0 18.7 56.8 46.0 23.1 26.6 
56.7 65.9 25.0 70.6 48.4 84.6 80.6 40.7 65.8 120.0 66.9 88.1 20.3 0.0 52.2 3.5 54.0 51.0 37.0 43.5 
10.1 36.6 64.6 50.8 39.1 76.3 41.3 84.6 37.9 108.1 50.6 85.3 56.1 55.0 0.0 48.8 3.8 27.3 51.0 72.7 
53.5 64.1 25.4 70.6 49.7 87.2 80.4 45.1 63.8 119.8 61.9 84.4 20.7 4.5 50.7 0.0 50.7 48.7 36.9 45.2 
8.8 33.4 67.6 48.0 35.2 72.0 38.1 83.5 36.0 105.4 47.1 79.9 59.9 55.2 7.5 55.1 0.0 24.8 50.2 72.3 
20.3 10.8 52.6 28.6 11.7 49.6 30.5 69.1 15.0 82.3 22.0 57.8 49.1 53.0 29.9 50.0 27.8 0.0 30.6 53.1 
48.8 37.7 28.0 39.8 22.1 53.1 55.0 37.4 44.4 86.0 34.7 51.4 25.3 38.5 53.2 41.5 52.5 34.0 0.0 22.5 
71.8 59.7 25.0 58.4 44.5 61.9 75.8 17.8 60.7 93.2 51.3 53.5 31.2 47.8 76.2 47.1 76.4 55.3 26.5 0.0 
