20
0,13 0
0,811 0
689,718 48
308,358 92
200,232 53
8,49 67
34,68 34
101,120 60
506,523 99
163,189 36
126,151 68
267,280 30
281,321 25
388,395 76
588,624 80
156,171 56
124,151 8
65,86 75
193,220 71
413,446 34
0.0 67.6 73.4 92.2 97.9 92.3 72.0 53.9 69.1 64.1 41.2 41.5 13.7 101.1 69.3 70.1 84.1 90.3 46.1 92.6 
72.1 0.0 57.0 25.3 39.8 32.2 28.1 92.4 40.6 51.3 27.5 34.8 59.7 77.4 60.7 47.6 16.5 65.2 27.1 27.8 
77.2 61.1 0.0 63.0 49.3 49.7 30.9 57.4 16.6 9.4 48.8 72.7 59.6 27.9 7.4 9.4 65.6 17.0 67.9 57.7 
96.9 27.8 64.1 0.0 23.3 16.8 32.9 109.8 47.3 60.9 51.1 59.8 83.1 74.9 68.9 54.1 11.9 64.6 52.1 7.0 
98.6 43.6 51.9 24.2 0.0 7.6 26.8 103.4 37.1 50.6 57.7 73.5 86.6 54.3 56.4 42.2 33.6 45.8 65.9 16.3 
97.2 37.1 51.5 19.7 10.7 0.0 23.2 101.3 35.6 49.5 51.6 66.3 81.4 58.5 56.3 41.6 26.2 48.8 58.7 9.9 
76.4 32.8 31.3 33.5 30.2 26.2 0.0 78.3 14.5 27.9 33.7 54.0 60.1 49.3 36.1 21.6 34.7 37.1 47.2 28.6 
57.4 95.2 60.5 112.2 103.5 102.3 82.1 0.0 66.2 53.1 67.8 84.3 45.9 76.8 50.0 61.7 107.2 71.4 84.8 106.7 
70.7 40.9 17.1 49.4 38.1 37.5 18.5 69.4 0.0 13.8 36.8 60.0 55.9 39.0 21.6 7.1 49.1 26.4 54.3 42.5 
65.6 54.7 14.0 62.3 52.2 51.7 30.1 56.2 14.1 0.0 40.1 64.0 50.4 37.4 9.4 8.6 61.8 26.1 59.6 56.3 
41.4 31.9 50.5 52.1 58.7 53.0 38.1 67.9 38.5 43.2 0.0 23.9 32.2 75.4 49.0 41.4 44.0 62.9 19.9 51.4 
45.2 38.5 76.3 63.7 74.2 68.0 57.3 85.7 60.8 67.0 27.8 0.0 40.3 98.9 72.8 65.1 49.2 86.4 7.7 62.7 
17.2 61.8 61.9 86.6 88.5 83.3 62.1 48.9 60.2 52.3 36.9 42.6 0.0 87.4 55.6 56.6 76.3 76.5 42.8 82.7 
102.4 79.6 29.3 79.3 55.2 61.9 51.3 77.9 41.6 40.2 75.5 102.2 89.6 0.0 32.0 33.9 81.3 12.5 93.4 68.3 
69.9 65.1 7.6 72.7 58.1 59.0 39.3 52.0 24.7 12.8 49.7 73.3 58.0 32.1 0.0 14.8 70.6 22.7 68.7 63.9 
70.6 48.4 13.0 58.6 44.3 45.3 22.7 65.6 10.4 11.7 42.9 66.5 61.4 38.8 14.9 0.0 56.3 21.6 59.8 49.1 
88.8 18.9 66.7 12.7 37.8 26.9 36.7 107.2 51.8 63.6 47.4 49.2 78.1 84.6 74.5 60.9 0.0 70.1 41.7 17.6 
91.3 67.6 19.2 65.0 48.9 50.5 38.8 75.2 29.3 28.6 65.8 89.5 80.0 15.2 25.6 22.2 72.3 0.0 80.8 58.3 
46.4 30.5 68.6 56.2 69.8 59.4 49.9 89.7 58.5 62.0 21.2 9.1 46.7 97.4 72.2 61.2 42.6 81.3 0.0 55.0 
94.6 28.0 59.9 8.3 17.0 10.7 30.5 109.1 43.5 59.5 51.8 63.7 87.1 70.4 65.8 51.5 19.1 59.8 55.5 0.0 
