40
0,1088 0
89,106 11
660,723 9
311,348 89
370,423 27
396,438 87
220,255 67
264,297 80
539,561 43
34,52 6
577,620 25
283,356 75
366,405 58
436,461 68
880,945 64
408,434 64
202,233 8
1,46 6
351,403 92
284,301 16
1019,1067 92
51,78 95
386,418 70
36,85 1
702,722 61
802,816 30
508,547 19
315,366 95
169,231 17
350,392 71
459,524 96
160,203 20
131,170 23
166,215 26
102,139 65
134,210 67
38,82 67
296,350 6
466,503 46
638,671 25
0.0 61.5 48.8 73.9 64.6 91.1 81.5 91.3 37.8 51.0 49.2 59.2 81.9 79.3 81.0 86.3 60.2 52.4 58.4 89.8 24.3 66.6 23.4 81.0 36.8 78.8 45.6 76.8 47.6 83.2 83.6 49.7 78.3 27.5 67.3 18.6 47.2 91.6 15.2 78.5 
65.2 0.0 29.1 18.8 12.8 113.1 83.6 84.3 75.1 37.6 37.6 27.0 36.6 19.0 29.2 99.4 97.3 14.4 59.8 108.6 72.2 14.6 79.3 19.9 76.8 49.9 18.3 82.5 26.0 59.0 86.4 74.1 87.7 77.6 77.2 78.5 25.6 71.6 46.2 109.0 
49.2 32.9 0.0 29.9 22.4 84.0 56.0 59.1 49.0 8.9 8.5 10.5 33.2 46.8 33.9 70.7 69.5 14.8 31.0 79.6 50.0 23.3 59.4 46.7 51.2 32.4 15.0 54.2 3.7 39.4 58.8 45.6 59.1 55.3 48.3 61.4 4.4 50.8 35.9 80.1 
77.4 19.9 32.4 0.0 9.3 108.6 75.5 73.4 79.0 35.6 36.4 21.6 18.9 24.1 10.4 93.2 98.7 21.5 55.4 103.5 79.5 7.3 88.2 22.2 81.2 36.2 28.4 75.7 28.8 45.5 78.3 74.3 81.4 84.9 72.4 89.2 28.8 58.0 59.1 107.4 
65.9 17.6 23.8 11.2 0.0 104.4 73.0 72.6 71.3 29.4 29.9 16.4 24.1 25.7 18.2 89.8 92.0 12.2 50.8 99.5 70.9 2.2 79.4 24.9 73.4 37.2 19.1 72.5 20.6 46.4 75.8 67.9 78.0 76.4 68.2 80.0 20.5 59.0 49.7 101.8 
91.6 113.3 86.6 113.6 104.5 0.0 36.6 47.4 53.2 75.5 75.5 88.0 98.2 130.0 106.1 17.5 34.9 98.8 53.6 6.2 67.6 104.4 74.4 129.4 54.6 78.3 97.4 34.1 87.3 72.0 34.6 43.3 28.0 66.5 36.2 83.1 87.8 66.0 93.2 17.1 
83.9 87.0 58.1 77.3 77.4 37.5 0.0 13.7 50.0 47.1 47.8 56.8 62.8 98.5 71.5 19.2 48.5 70.3 26.2 30.5 63.5 72.5 73.8 97.4 52.8 42.4 70.9 5.8 59.7 35.5 2.8 34.9 9.8 65.5 14.9 81.3 60.4 29.7 77.5 43.6 
93.9 86.7 61.2 75.7 73.8 48.2 14.3 0.0 62.4 50.6 51.7 57.4 58.2 97.3 67.6 30.0 62.3 72.2 33.3 41.1 75.2 71.7 85.9 95.7 65.3 37.7 74.1 19.4 62.8 29.1 14.1 47.4 23.2 77.7 27.6 93.0 63.5 19.4 85.5 56.6 
39.6 76.3 51.6 81.8 72.6 56.6 52.0 64.4 0.0 44.3 43.1 58.0 77.9 94.1 81.6 50.0 24.1 61.3 35.2 52.2 14.7 72.4 23.9 94.5 3.0 65.5 56.9 44.4 50.7 65.7 51.3 15.0 44.1 15.5 35.0 32.0 50.9 69.5 42.0 41.0 
52.1 41.6 10.5 40.0 32.6 79.8 48.0 54.8 44.7 0.0 1.7 14.0 34.1 54.7 37.3 61.9 63.0 23.5 22.2 70.9 47.8 29.9 58.0 54.3 46.8 27.8 23.8 45.3 12.6 33.3 49.9 38.7 50.2 52.8 39.6 61.3 13.3 43.7 39.9 72.3 
50.4 40.0 13.1 39.8 31.1 80.4 52.5 56.0 46.4 4.7 0.0 14.9 35.7 55.0 38.5 62.2 62.2 23.3 22.5 71.1 46.2 30.5 56.3 54.7 45.5 29.6 23.0 45.8 12.0 35.0 50.6 38.0 50.6 51.3 39.8 59.5 12.6 45.2 38.2 72.0 
61.5 27.9 11.3 25.8 17.0 92.8 57.0 58.2 62.9 15.7 15.5 0.0 22.7 42.1 23.8 73.3 77.1 15.5 34.4 83.1 60.1 16.4 69.7 41.3 60.4 25.3 19.8 56.1 11.8 33.6 59.6 52.7 61.5 65.4 51.7 71.9 12.2 45.9 45.8 85.9 
82.7 41.1 36.5 20.0 25.9 103.1 63.7 59.0 80.9 35.4 36.3 26.6 0.0 42.2 9.9 81.6 94.2 33.2 47.9 92.5 81.9 22.1 91.9 39.9 80.6 20.6 39.6 64.2 34.3 29.2 65.4 69.9 70.2 87.0 63.1 94.5 34.7 40.9 68.3 99.7 
83.6 20.7 49.2 24.4 26.8 132.9 99.8 101.5 96.5 56.8 58.8 46.3 45.4 0.0 32.5 115.5 116.0 32.9 76.4 125.2 91.1 26.0 98.0 3.2 95.8 60.3 37.3 98.1 44.2 69.6 101.3 92.4 103.7 96.6 93.8 96.8 43.8 82.1 64.1 127.0 
85.1 31.9 34.0 10.4 18.5 108.4 73.6 70.4 85.0 39.5 40.4 28.0 14.4 36.5 0.0 89.9 99.6 29.5 54.2 100.6 83.9 16.0 93.3 30.1 84.1 29.9 36.4 72.4 33.9 38.8 74.1 75.1 78.3 89.2 70.4 95.1 34.1 50.8 66.6 106.5 
89.3 102.9 73.8 94.6 94.2 20.8 21.0 33.8 50.7 62.2 63.1 73.6 82.5 117.6 91.3 0.0 39.2 85.5 39.7 11.3 64.7 89.5 73.5 114.6 52.1 61.5 84.9 17.5 74.2 54.8 17.1 36.6 11.8 65.1 22.5 81.8 74.8 48.4 85.6 28.0 
60.3 98.1 71.9 100.8 94.3 37.4 52.0 65.1 26.3 64.3 63.7 79.1 98.9 120.1 101.5 42.0 0.0 83.1 46.7 36.2 35.8 92.7 40.6 116.2 23.9 78.1 79.4 42.9 71.8 75.6 48.5 24.4 39.4 33.4 36.4 49.3 72.2 75.3 66.0 19.1 
52.6 18.5 16.0 25.0 14.2 99.2 72.5 74.6 63.1 26.0 28.2 19.1 35.7 36.1 30.7 85.9 87.0 0.0 45.8 94.4 59.6 14.2 67.6 33.2 63.1 40.7 6.9 68.8 11.6 49.2 73.1 59.7 73.8 65.1 63.1 68.0 11.1 61.4 37.5 94.5 
63.3 64.1 35.6 57.4 55.7 55.2 26.5 36.7 35.7 22.8 23.9 34.9 49.5 79.6 56.8 41.1 51.2 48.5 0.0 48.8 45.1 50.8 56.1 75.7 38.2 31.6 45.4 23.4 34.6 30.6 28.8 23.2 28.1 48.7 17.4 62.2 35.2 34.9 52.3 52.2 
93.6 108.9 83.5 105.8 101.3 10.8 35.2 42.8 56.9 72.8 72.6 87.7 95.0 129.6 105.5 15.7 37.5 99.4 50.2 0.0 66.8 99.4 74.4 124.4 53.8 72.5 93.3 28.3 83.0 66.0 28.5 40.8 22.3 66.2 31.4 83.0 83.6 59.8 90.9 20.5 
28.0 75.9 54.9 83.3 71.4 71.1 67.9 75.7 19.4 52.2 48.9 62.5 83.9 91.9 88.3 66.8 37.9 62.7 45.1 70.0 0.0 72.4 11.0 92.1 12.9 72.7 54.0 58.1 50.6 74.6 65.1 29.0 58.4 5.4 48.6 17.7 50.6 80.1 32.0 54.3 
71.2 18.6 26.5 10.5 6.3 104.8 72.8 72.4 73.2 33.4 35.0 21.1 24.0 29.4 16.3 91.2 97.6 16.4 53.9 101.1 72.7 0.0 81.0 25.0 74.5 35.8 21.1 72.1 21.8 45.1 75.3 68.5 77.7 77.8 68.1 81.8 21.8 57.7 51.7 102.2 
25.8 83.0 60.2 90.2 83.1 76.4 74.2 86.2 27.6 58.9 56.6 70.3 95.3 102.3 97.7 76.4 44.3 68.3 56.2 78.3 11.3 82.7 0.0 99.3 21.4 83.5 61.5 68.3 59.6 85.6 75.3 38.9 68.1 8.4 58.8 8.7 59.5 91.1 35.5 59.7 
