40
0,1111 0
539,578 50
619,657 48
569,612 56
288,310 83
188,208 62
150,172 79
183,201 11
716,724 82
567,604 96
159,203 58
1,41 49
950,1000 18
204,243 4
368,399 91
662,686 84
438,469 32
320,335 64
376,411 74
115,140 11
276,310 77
117,168 16
807,828 70
884,914 57
174,208 20
249,285 97
340,370 88
58,65 57
400,414 87
65,95 44
500,529 58
261,300 26
210,256 18
425,448 97
224,253 13
12,58 33
45,73 82
78,123 99
736,763 40
642,669 60
0.0 35.8 11.9 66.1 55.2 55.7 56.9 65.6 13.0 50.1 44.8 81.0 61.1 73.8 30.3 63.8 60.6 79.5 32.2 78.7 36.0 86.6 87.1 58.4 54.7 47.2 53.6 91.7 36.3 58.8 68.3 48.4 71.4 50.2 36.0 54.3 54.2 40.0 32.4 37.9 
37.4 0.0 39.4 62.9 47.4 59.9 50.9 41.9 27.5 49.7 78.4 61.0 45.3 96.6 17.8 90.0 72.8 97.1 61.8 71.3 52.1 75.6 103.8 55.9 39.0 69.8 84.7 106.7 67.8 93.6 59.6 33.3 84.8 24.6 71.3 88.2 84.5 11.3 16.7 73.7 
13.8 42.6 0.0 56.0 46.7 44.6 47.8 61.1 23.4 40.2 39.1 74.6 54.4 62.8 28.2 53.6 48.6 67.7 23.0 69.0 24.2 77.5 75.3 48.5 48.4 35.8 45.6 79.8 28.5 54.5 59.3 42.7 59.5 47.7 33.2 48.8 45.7 40.1 40.6 37.3 
67.1 67.0 60.7 0.0 15.8 14.5 12.0 38.1 71.7 16.0 75.8 34.1 24.3 59.9 46.7 62.9 28.4 51.0 58.0 13.5 36.2 23.3 54.4 7.8 27.1 46.4 71.4 54.3 64.1 90.4 10.0 30.7 35.9 44.0 78.6 82.9 69.4 52.8 77.0 85.6 
56.6 49.8 48.7 15.8 0.0 19.6 3.9 26.0 58.8 10.6 73.9 30.1 12.4 67.6 31.9 67.5 36.4 61.5 54.8 24.7 32.8 31.4 66.2 10.2 12.2 48.2 72.3 67.1 61.5 89.5 13.3 14.9 46.7 28.5 74.2 82.2 70.7 37.0 62.0 80.5 
57.2 60.6 44.9 17.4 19.7 0.0 16.4 45.6 63.2 10.9 61.3 46.5 31.8 48.2 42.3 49.4 16.7 41.9 43.8 27.8 22.5 37.8 47.0 10.8 31.5 32.0 57.0 48.5 49.7 75.8 22.9 32.1 27.3 46.1 64.5 68.4 55.0 51.4 71.9 71.6 
59.3 53.1 52.1 12.5 4.4 17.4 0.0 29.3 61.2 9.1 73.1 31.4 15.3 64.6 35.0 65.2 33.2 58.1 54.2 22.0 32.0 29.6 62.6 6.4 16.0 46.3 70.8 63.4 60.8 88.5 11.4 18.7 43.1 32.4 74.1 81.1 69.1 40.8 65.3 80.5 
68.3 45.3 61.4 42.8 27.2 45.9 32.4 0.0 63.9 36.1 95.0 19.5 14.0 93.5 35.5 92.7 62.4 87.4 75.6 38.9 55.4 38.9 91.8 35.5 15.1 72.7 95.5 92.2 82.6 111.0 29.4 18.9 72.4 17.4 92.9 104.1 94.2 30.9 58.6 98.1 
17.1 29.8 27.0 73.6 63.6 67.7 64.7 64.3 0.0 55.9 57.5 81.2 62.2 86.2 28.9 76.6 70.5 91.0 45.1 83.3 46.1 90.2 98.5 63.9 55.5 59.3 66.6 102.8 49.4 71.0 72.2 49.0 81.9 47.1 48.1 66.9 67.2 34.7 20.0 48.8 
54.8 51.5 41.1 20.7 14.2 15.6 12.1 38.2 59.6 0.0 63.9 40.4 22.9 57.4 32.4 56.9 27.0 52.5 45.1 28.8 22.8 37.5 57.8 8.3 21.3 37.5 61.8 59.4 51.7 79.3 19.8 21.3 38.1 35.2 65.1 72.0 60.1 40.7 62.5 71.6 
46.8 80.3 43.7 77.7 78.2 63.3 75.3 95.1 61.8 67.0 0.0 104.1 84.9 44.0 66.4 30.6 53.2 56.7 19.4 89.1 41.1 99.1 63.9 70.3 80.4 30.9 13.1 70.1 12.4 16.0 83.1 76.1 57.7 84.5 12.2 9.7 15.3 78.8 77.2 18.3 
82.7 65.5 75.1 34.7 34.1 51.4 33.3 20.6 81.6 43.3 106.1 0.0 20.1 94.0 52.3 96.0 62.3 85.0 84.9 28.0 63.0 23.6 87.9 35.7 26.3 77.7 102.2 87.0 91.7 119.7 24.2 32.6 70.0 36.4 104.0 112.4 100.5 49.8 77.7 110.0 
65.7 45.8 55.0 26.9 15.2 35.9 20.2 17.0 66.2 25.7 89.7 22.5 0.0 79.9 33.4 79.9 48.6 73.4 65.5 27.4 44.1 30.3 77.7 21.5 6.7 60.3 84.1 78.2 72.4 100.7 16.5 13.2 58.4 22.2 84.2 93.5 82.6 34.0 61.4 90.0 
77.8 101.5 64.8 62.4 67.7 48.9 64.7 94.2 87.4 60.2 44.3 97.0 82.0 0.0 79.5 13.3 31.7 15.3 42.6 69.8 44.5 79.5 21.0 58.9 78.8 27.2 31.3 27.3 41.7 49.6 69.8 77.8 25.8 90.7 55.0 43.8 28.8 91.7 102.5 62.1 
34.2 20.0 31.4 48.6 35.3 46.3 38.7 38.1 32.3 34.2 66.7 53.5 35.0 81.4 0.0 73.9 54.9 79.4 48.1 56.6 35.0 62.4 85.9 39.3 26.7 53.3 70.6 88.8 54.7 82.2 45.0 20.2 66.9 19.9 61.4 76.1 70.1 12.7 30.2 65.4 
68.3 92.4 54.8 66.0 71.4 50.9 66.4 93.3 81.5 61.3 33.4 98.3 84.5 14.7 74.6 0.0 34.8 27.3 31.7 74.4 39.4 84.4 34.0 60.2 77.6 20.8 18.0 40.3 29.5 36.8 72.2 75.6 33.4 87.5 41.9 30.6 15.4 86.5 94.2 48.8 
63.8 77.0 49.2 30.9 40.9 16.8 35.1 64.4 75.3 29.8 55.4 65.9 53.5 36.1 57.8 35.0 0.0 25.5 39.3 39.5 24.5 49.6 31.3 27.3 48.1 22.2 45.9 33.9 43.5 65.9 38.2 48.2 12.0 61.9 59.3 58.5 43.5 65.5 82.5 66.9 
83.9 98.2 72.6 53.9 62.2 42.3 60.0 88.9 92.4 53.3 57.1 88.0 73.4 15.6 81.5 27.9 29.8 0.0 50.9 58.9 45.8 68.1 7.7 51.8 73.5 32.6 44.9 13.4 51.8 64.2 61.0 73.7 15.0 87.4 66.7 57.9 42.3 90.6 105.4 74.1 
