40
0,17 0
0,912 0
815,843 50
388,424 33
869,887 76
451,469 56
635,659 57
313,327 86
480,488 48
119,141 94
225,245 51
72,105 19
461,470 33
442,464 58
199,233 50
50,78 11
337,352 62
110,129 49
528,561 97
669,690 33
718,745 53
37,60 95
182,198 98
231,244 55
507,519 9
349,366 15
163,180 96
103,113 80
57,84 4
52,57 12
147,171 85
559,570 71
251,270 91
13,28 9
444,462 34
266,289 25
154,186 14
24,47 54
293,313 25
588,600 83
0.0 51.8 40.1 87.5 52.5 38.7 78.8 57.4 81.9 10.1 66.8 79.1 84.1 16.3 90.0 13.0 72.1 94.8 83.5 103.5 83.8 36.7 19.3 77.2 17.0 52.9 65.0 86.5 89.6 61.1 95.2 38.6 75.3 86.4 53.9 44.5 78.8 37.1 85.8 50.8 
55.7 0.0 59.8 45.7 49.3 20.0 32.5 43.6 86.2 42.5 67.5 40.8 37.7 57.0 75.0 38.8 86.0 78.0 86.9 80.7 71.8 67.4 34.9 51.4 47.9 72.5 78.3 76.3 77.8 72.6 68.2 22.4 52.0 42.7 11.4 66.1 59.8 15.9 43.1 44.4 
41.0 63.6 0.0 72.7 22.5 60.3 70.8 32.5 41.9 35.9 28.7 63.3 75.0 25.4 55.6 39.3 32.5 60.7 43.5 71.5 48.8 12.2 33.6 52.2 55.2 14.1 25.0 50.3 53.8 20.9 67.0 37.4 49.2 73.8 53.7 6.3 48.7 45.4 72.3 24.8 
90.3 45.8 74.7 0.0 51.0 65.4 14.6 40.6 74.6 77.4 60.3 9.4 11.7 84.9 48.8 75.6 83.0 49.0 74.3 45.1 50.0 84.5 68.2 26.3 89.6 79.2 77.4 54.4 53.7 72.5 31.8 48.9 29.5 4.5 36.7 77.2 36.8 52.9 2.8 47.9 
55.4 49.7 25.1 53.4 0.0 57.2 51.2 10.4 37.3 44.6 18.6 41.7 54.8 42.3 37.5 46.0 37.3 42.2 38.2 51.5 31.3 34.8 37.8 29.6 63.5 28.4 29.9 34.4 37.3 24.3 45.3 29.1 26.7 52.6 40.0 26.2 27.3 39.2 50.9 4.8 
43.3 23.3 64.8 69.3 57.7 0.0 52.5 54.8 94.3 31.8 75.8 59.8 57.8 48.9 89.0 27.2 90.7 92.6 95.4 97.0 84.6 64.4 27.9 67.5 30.0 74.2 82.8 88.8 90.8 77.3 85.3 28.2 67.3 62.6 29.2 66.5 74.2 18.2 62.9 52.8 
83.1 34.9 73.9 18.9 52.6 57.1 0.0 41.1 80.7 68.7 64.2 15.1 5.4 78.7 58.7 66.2 86.6 59.8 80.6 57.9 58.4 81.7 59.6 33.8 78.7 79.5 80.1 63.0 63.1 74.7 44.4 40.7 36.3 10.7 25.3 76.0 44.7 42.3 11.7 47.1 
57.7 46.5 34.2 40.8 12.8 59.2 41.5 0.0 43.1 48.4 24.7 31.2 44.5 49.4 34.8 48.8 46.0 39.0 43.6 46.3 29.9 44.6 40.3 20.6 66.1 38.8 39.1 33.9 36.1 33.6 37.9 26.7 18.2 42.2 33.2 36.6 21.6 36.6 40.4 7.8 
82.2 89.7 44.0 77.3 39.9 98.4 80.8 44.5 0.0 76.6 18.7 67.0 82.6 67.3 31.2 79.2 16.1 35.0 1.8 47.4 26.4 49.4 72.0 48.3 96.2 31.6 18.9 23.4 26.2 21.1 51.4 66.5 45.1 77.9 76.2 38.7 37.9 76.5 75.7 42.0 
12.0 45.0 36.1 79.2 48.0 35.4 70.3 50.0 79.2 0.0 60.2 69.0 74.0 17.4 81.9 4.6 68.4 86.6 78.0 94.7 75.9 35.7 9.2 67.7 19.6 49.7 60.9 79.0 81.9 56.4 85.9 28.4 66.0 76.3 43.9 41.2 69.9 27.3 75.6 42.3 
68.6 68.2 29.0 61.3 20.2 79.5 68.0 26.4 21.1 61.9 0.0 51.8 66.8 53.6 28.0 62.4 22.6 33.0 19.6 44.8 21.1 39.3 54.7 34.6 79.8 24.5 17.6 21.8 25.4 14.0 43.7 47.8 31.2 63.0 57.6 28.2 26.3 57.9 61.0 23.2 
79.6 43.7 63.8 13.7 45.2 61.9 17.1 32.2 68.9 71.7 54.0 0.0 15.7 75.8 43.6 67.5 74.5 44.6 66.9 43.1 43.6 75.1 59.8 19.1 82.2 69.9 68.6 48.2 48.1 63.6 29.7 40.7 22.0 11.2 30.5 67.8 30.1 45.7 9.2 38.5 
86.2 41.3 77.4 16.2 56.4 58.0 6.9 46.8 84.5 77.0 71.6 19.2 0.0 83.8 59.0 71.6 89.4 59.6 82.5 56.6 59.3 86.2 65.0 34.8 84.1 83.2 83.1 63.9 63.6 77.9 43.2 46.0 37.6 7.2 30.7 80.1 45.8 47.8 9.0 50.9 
17.8 60.3 29.9 85.5 43.8 51.9 82.8 52.6 69.8 20.6 57.2 79.5 85.3 0.0 79.1 22.1 56.4 84.0 68.9 93.8 72.4 20.4 22.2 70.1 33.1 37.1 49.6 74.6 77.9 46.2 87.2 38.3 67.7 84.7 55.7 28.9 69.6 41.0 83.7 41.9 
92.8 79.4 59.5 49.7 38.1 89.7 58.8 38.4 32.1 86.3 32.8 45.8 63.2 80.2 0.0 83.0 45.2 5.0 30.1 17.0 6.9 67.0 74.5 25.2 100.5 52.5 43.5 7.8 5.3 41.5 20.6 61.4 23.5 52.9 63.7 56.0 15.2 70.9 50.7 39.7 
13.3 40.7 39.9 76.8 48.1 27.6 66.7 53.8 82.9 6.7 66.7 68.7 72.4 26.7 83.8 0.0 71.8 87.5 80.7 95.1 77.2 39.9 8.5 67.5 17.5 53.3 64.1 80.4 83.2 59.4 85.8 26.7 66.0 74.2 41.1 44.9 70.4 24.2 73.7 43.2 
76.4 86.9 33.6 85.3 41.0 91.2 87.8 46.9 16.7 72.7 25.4 76.6 93.2 60.0 47.8 75.0 0.0 49.5 18.0 62.0 39.2 36.8 65.6 57.1 87.7 19.3 7.9 37.5 40.7 13.5 64.0 64.5 53.7 85.7 77.3 27.6 48.1 74.0 83.6 42.1 
97.4 80.5 63.7 49.3 47.0 97.3 61.2 41.6 38.8 91.5 35.7 48.1 61.4 87.3 8.2 88.0 52.5 0.0 33.7 12.4 11.9 72.0 79.0 27.2 105.0 57.5 48.2 12.1 8.8 46.4 18.7 65.4 26.0 53.2 66.6 61.1 18.3 74.7 51.0 44.3 
83.9 88.8 44.0 78.3 41.2 98.7 84.3 47.3 5.1 82.7 22.6 68.8 86.2 72.4 32.7 81.8 20.1 35.1 0.0 46.0 25.5 51.2 73.3 48.0 97.7 33.4 20.8 22.3 25.0 22.8 50.4 67.4 44.9 77.6 76.8 40.5 37.5 77.5 75.5 42.9 
107.1 81.7 76.4 48.8 55.0 98.7 62.8 50.0 49.5 95.4 49.0 46.0 57.6 98.2 19.8 95.7 65.1 13.5 47.3 0.0 23.7 83.2 86.6 29.5 112.3 69.4 60.6 24.5 21.3 58.5 13.4 71.1 29.8 49.6 69.3 72.5 24.7 79.8 47.5 52.6 
88.4 73.3 49.7 51.1 36.1 88.2 58.4 32.8 29.6 77.3 24.8 45.0 62.3 73.5 7.6 77.4 43.0 12.2 26.0 24.7 0.0 60.0 68.8 24.5 94.7 45.6 37.0 4.7 6.2 34.7 25.0 56.7 22.1 53.7 60.6 49.1 13.6 66.5 51.5 33.9 
