40
0,897 0
807,833 26
504,522 32
481,507 85
221,247 2
127,145 95
777,796 59
158,172 96
358,384 29
533,549 83
349,384 66
22,41 20
223,229 77
458,471 4
407,439 87
284,299 86
431,448 92
301,322 29
380,397 64
389,413 4
725,746 53
123,139 56
333,353 15
73,85 84
589,609 23
734,763 49
736,742 79
239,250 18
111,123 51
136,167 79
19,28 71
137,155 36
294,318 68
434,459 66
7,11 20
673,680 54
199,214 82
740,759 97
185,200 74
412,416 91
0.0 51.3 61.7 89.8 68.0 32.5 53.0 49.7 68.3 38.3 53.3 83.0 83.5 80.6 33.3 87.8 29.8 45.5 57.2 5.8 56.4 20.8 70.1 88.2 12.6 0.7 79.6 45.3 59.4 58.5 67.0 29.9 75.2 65.5 61.5 70.6 6.3 72.2 70.2 63.3 
53.2 0.0 19.0 83.0 53.8 32.8 32.8 2.2 34.2 12.9 95.2 76.9 39.9 37.7 53.7 46.0 53.5 6.3 16.1 56.7 53.2 31.9 90.4 83.1 63.2 51.8 79.6 56.1 47.0 93.4 48.9 39.9 42.2 93.5 100.5 54.4 57.6 47.5 31.5 96.3 
63.0 22.2 0.0 68.2 39.5 33.9 22.0 21.2 15.8 27.3 97.0 62.7 22.4 19.8 53.1 27.9 54.2 20.2 4.5 66.4 43.3 40.9 83.8 68.7 72.2 62.2 67.0 51.1 34.7 92.2 34.0 40.8 23.4 89.5 100.6 39.3 67.9 30.4 12.5 94.1 
91.3 86.4 68.4 0.0 29.2 62.6 50.4 84.3 53.7 82.0 83.0 6.8 66.5 64.9 57.2 63.0 60.9 79.7 68.5 90.1 34.3 77.5 44.6 2.8 91.4 89.5 13.0 44.8 36.6 69.5 34.3 61.2 49.0 57.8 79.6 28.9 92.5 38.6 59.3 67.0 
69.4 57.6 40.5 30.3 0.0 37.0 21.4 55.1 26.3 53.4 78.5 23.3 42.7 40.4 40.0 41.4 43.3 50.6 39.4 69.9 14.2 52.1 51.4 29.4 72.9 68.0 27.9 29.4 8.8 68.5 5.6 38.0 24.4 61.0 78.6 3.0 72.1 13.2 32.2 68.3 
34.0 35.9 37.5 66.1 38.1 0.0 20.5 32.6 36.6 24.1 63.6 55.9 53.5 50.5 21.0 56.9 21.1 26.7 29.9 35.7 28.4 15.1 58.8 61.7 40.4 32.6 55.1 24.8 28.2 60.7 35.1 7.2 43.0 60.8 68.2 39.3 37.6 39.8 39.4 63.5 
56.5 36.6 22.1 52.1 24.5 23.7 0.0 34.0 17.3 32.1 77.9 44.2 35.7 32.7 34.2 37.9 36.2 29.3 20.3 56.2 21.4 34.0 61.7 50.3 60.7 53.1 46.8 29.6 14.1 71.5 17.3 25.1 22.6 67.9 80.5 22.6 58.2 19.7 21.6 73.0 
52.6 5.7 26.1 85.3 58.6 37.3 36.4 0.0 36.1 11.4 94.4 78.2 42.1 39.9 53.5 48.3 53.1 5.8 18.1 55.2 54.0 30.7 90.6 84.3 61.8 50.3 80.6 56.3 48.1 93.0 50.4 39.6 44.2 93.4 99.9 55.8 56.1 49.2 33.7 96.0 
72.5 36.3 20.5 56.1 28.3 39.5 18.6 40.8 0.0 39.6 95.0 48.8 18.7 15.8 51.4 20.6 53.5 33.8 18.0 72.1 34.3 48.1 75.4 54.5 77.1 68.6 54.2 45.8 24.4 87.9 20.7 42.1 8.1 83.0 97.2 25.4 73.9 15.1 5.9 88.9 
43.1 15.6 29.5 85.1 55.4 28.1 34.8 12.1 41.0 0.0 83.7 75.5 49.6 47.1 44.2 55.2 43.4 7.6 23.0 43.8 49.4 19.5 82.9 81.6 50.4 38.9 76.6 48.9 45.4 83.1 49.4 30.5 47.7 84.5 89.6 54.7 44.7 50.2 38.7 86.4 
57.1 95.8 101.8 86.8 81.7 68.1 82.1 97.9 99.1 87.5 0.0 78.3 113.6 110.6 43.9 115.2 42.7 88.9 93.2 48.1 64.5 64.6 41.3 80.3 42.6 52.6 70.0 49.9 73.6 15.0 81.4 56.4 98.3 28.5 9.6 81.5 49.3 89.7 99.5 19.9 
84.4 80.8 63.9 8.0 26.2 59.2 48.4 79.9 51.3 79.2 81.9 0.0 62.8 61.0 50.6 59.8 54.3 73.5 62.7 83.5 27.5 70.7 41.5 6.1 84.8 82.8 9.4 38.2 30.2 65.2 28.7 54.4 44.8 54.2 75.5 23.5 85.8 33.9 54.5 63.1 
88.4 42.8 23.5 68.5 47.0 57.5 40.1 46.9 21.8 52.1 118.4 63.7 0.0 3.0 69.9 6.7 71.8 42.3 26.9 87.9 52.6 62.7 93.4 67.9 93.4 83.9 69.7 64.6 42.7 106.7 37.3 59.6 18.3 101.6 116.0 41.0 89.5 29.6 14.2 107.6 
