20
0,732 0
96,146 68
608,638 96
286,320 78
74,123 15
144,168 90
178,209 34
362,388 68
386,404 34
170,239 78
506,553 48
322,359 100
244,258 37
4,17 76
191,234 93
13,54 30
44,95 24
441,507 44
201,252 61
216,236 97
0.0 82.4 79.9 39.8 39.6 47.8 48.8 54.7 48.9 66.5 81.5 58.2 30.8 53.0 46.0 50.3 32.9 71.8 59.2 14.6 
84.9 0.0 2.6 110.6 47.1 34.7 69.9 95.5 36.9 91.3 41.7 34.2 106.6 36.9 116.9 100.4 50.9 45.6 41.3 93.5 
80.8 4.9 0.0 108.5 44.4 32.3 68.6 94.1 35.0 90.3 42.1 32.9 104.4 35.3 114.8 98.8 48.3 45.4 40.3 91.2 
42.1 110.7 113.5 0.0 75.9 77.2 50.2 35.3 73.6 51.8 94.6 79.0 10.6 74.7 6.5 25.9 68.2 83.6 75.6 25.4 
40.0 50.6 46.1 79.8 0.0 18.8 56.0 75.7 27.5 80.2 63.3 37.9 68.9 33.7 82.5 76.2 7.8 57.9 44.3 53.3 
49.6 38.6 36.0 77.3 23.0 0.0 44.8 68.3 9.9 69.0 44.5 19.3 72.4 15.8 83.7 71.0 18.4 39.5 26.4 58.8 
53.4 70.3 73.4 50.3 56.1 49.0 0.0 25.6 36.2 24.3 44.9 35.6 51.9 33.6 55.0 31.8 49.3 33.9 29.2 48.0 
55.4 97.8 97.7 37.2 76.4 69.2 27.5 0.0 60.7 16.5 68.4 61.2 41.9 58.8 37.7 9.6 68.1 57.8 54.8 46.7 
49.9 40.0 35.1 77.7 31.1 14.8 37.3 64.3 0.0 60.1 36.5 10.8 70.1 6.2 79.9 64.5 25.0 30.3 16.7 58.0 
68.1 94.8 91.4 53.6 84.7 69.6 24.5 16.7 60.3 0.0 58.6 57.6 58.0 56.6 54.2 26.1 73.2 48.9 49.9 60.8 
82.7 46.1 42.5 96.2 67.0 48.3 47.4 69.0 37.6 61.0 0.0 25.7 94.8 30.6 99.8 76.2 61.5 11.0 22.2 86.8 
61.2 35.5 35.9 83.3 39.0 21.2 39.0 62.7 14.0 58.4 26.0 0.0 76.7 5.2 85.0 66.4 35.8 20.2 8.4 66.0 
32.7 110.7 107.0 14.5 73.1 76.1 55.6 44.3 72.7 59.1 98.2 78.8 0.0 72.1 15.8 33.4 61.4 83.9 74.4 16.1 
57.7 37.0 37.1 76.8 33.7 20.3 37.8 59.9 10.5 60.2 31.0 7.2 72.5 0.0 80.8 63.4 31.0 24.1 10.6 61.0 
49.1 117.2 118.7 9.1 84.7 85.7 55.9 39.7 81.0 57.2 101.3 89.2 20.1 82.9 0.0 28.1 74.8 88.8 81.3 31.5 
52.9 104.9 98.8 29.2 77.4 75.3 35.4 11.8 66.9 29.7 78.1 68.3 34.7 65.3 31.7 0.0 68.4 65.3 60.8 40.4 
34.2 53.7 50.3 69.6 11.8 20.1 51.0 72.5 29.3 77.4 63.0 35.9 64.2 31.6 75.7 71.0 0.0 54.9 41.0 46.1 
74.4 45.7 47.0 85.6 61.7 40.3 35.6 61.5 34.7 49.9 14.3 24.0 86.8 26.9 89.0 66.0 57.8 0.0 13.9 76.4 
61.0 41.4 41.4 79.5 48.0 31.0 33.2 58.2 20.7 54.6 23.6 13.0 76.3 15.6 85.9 65.6 44.7 14.9 0.0 65.2 
15.5 98.3 95.1 29.6 54.7 62.8 52.3 48.7 62.6 64.7 88.4 69.3 17.0 62.2 35.1 40.5 49.0 80.1 68.6 0.0 
