40
0,905 0
791,841 51
499,533 100
470,523 26
211,262 29
112,148 76
763,801 8
145,172 92
339,390 80
520,553 89
332,403 66
6,44 88
222,233 30
449,472 41
389,453 74
278,307 25
429,462 92
284,325 36
379,412 72
382,428 4
718,758 93
119,148 62
321,360 47
67,91 33
578,618 24
716,775 85
735,745 29
235,254 4
111,134 75
117,178 54
16,32 45
127,161 26
285,332 1
418,467 27
6,13 98
670,682 29
197,226 15
738,775 27
180,211 88
411,417 24
0.0 51.3 61.7 89.8 68.0 32.5 53.0 49.7 68.3 38.3 53.3 83.0 83.5 80.6 33.3 87.8 29.8 45.5 57.2 5.8 56.4 20.8 70.1 88.2 12.6 0.7 79.6 45.3 59.4 58.5 67.0 29.9 75.2 65.5 61.5 70.6 6.3 72.2 70.2 63.3 
54.7 0.0 19.0 83.0 53.8 32.8 32.8 2.2 34.2 12.9 95.2 76.9 39.9 37.7 53.7 46.0 53.5 6.3 16.1 56.7 53.2 31.9 90.4 83.1 63.2 51.8 79.6 56.1 47.0 93.4 48.9 39.9 42.2 93.5 100.5 54.4 57.6 47.5 31.5 96.3 
63.1 22.9 0.0 68.2 39.5 33.9 22.0 21.2 15.8 27.3 97.0 62.7 22.4 19.8 53.1 27.9 54.2 20.2 4.5 66.4 43.3 40.9 83.8 68.7 72.2 62.2 67.0 51.1 34.7 92.2 34.0 40.8 23.4 89.5 100.6 39.3 67.9 30.4 12.5 94.1 
93.9 87.2 70.8 0.0 29.2 62.6 50.4 84.3 53.7 82.0 83.0 6.8 66.5 64.9 57.2 63.0 60.9 79.7 68.5 90.1 34.3 77.5 44.6 2.8 91.4 89.5 13.0 44.8 36.6 69.5 34.3 61.2 49.0 57.8 79.6 28.9 92.5 38.6 59.3 67.0 
69.6 58.5 41.2 30.3 0.0 37.0 21.4 55.1 26.3 53.4 78.5 23.3 42.7 40.4 40.0 41.4 43.3 50.6 39.4 69.9 14.2 52.1 51.4 29.4 72.9 68.0 27.9 29.4 8.8 68.5 5.6 38.0 24.4 61.0 78.6 3.0 72.1 13.2 32.2 68.3 
34.9 35.3 37.4 67.4 40.2 0.0 20.5 32.6 36.6 24.1 63.6 55.9 53.5 50.5 21.0 56.9 21.1 26.7 29.9 35.7 28.4 15.1 58.8 61.7 40.4 32.6 55.1 24.8 28.2 60.7 35.1 7.2 43.0 60.8 68.2 39.3 37.6 39.8 39.4 63.5 
56.7 37.1 25.3 51.4 22.5 23.2 0.0 34.0 17.3 32.1 77.9 44.2 35.7 32.7 34.2 37.9 36.2 29.3 20.3 56.2 21.4 34.0 61.7 50.3 60.7 53.1 46.8 29.6 14.1 71.5 17.3 25.1 22.6 67.9 80.5 22.6 58.2 19.7 21.6 73.0 
51.8 3.8 25.9 87.0 56.3 34.3 36.1 0.0 36.1 11.4 94.4 78.2 42.1 39.9 53.5 48.3 53.1 5.8 18.1 55.2 54.0 30.7 90.6 84.3 61.8 50.3 80.6 56.3 48.1 93.0 50.4 39.6 44.2 93.4 99.9 55.8 56.1 49.2 33.7 96.0 
71.9 36.1 19.9 58.0 30.9 39.6 20.2 40.4 0.0 39.6 95.0 48.8 18.7 15.8 51.4 20.6 53.5 33.8 18.0 72.1 34.3 48.1 75.4 54.5 77.1 68.6 54.2 45.8 24.4 87.9 20.7 42.1 8.1 83.0 97.2 25.4 73.9 15.1 5.9 88.9 
40.9 14.8 29.2 86.6 57.4 28.6 33.5 14.9 42.7 0.0 83.7 75.5 49.6 47.1 44.2 55.2 43.4 7.6 23.0 43.8 49.4 19.5 82.9 81.6 50.4 38.9 76.6 48.9 45.4 83.1 49.4 30.5 47.7 84.5 89.6 54.7 44.7 50.2 38.7 86.4 
