20
0,811 0
689,718 73
308,358 80
200,232 32
8,49 37
34,68 80
0,13 61
101,120 86
506,523 3
163,189 36
126,151 68
267,280 42
281,321 80
388,395 77
588,624 3
156,171 57
124,151 82
65,86 64
193,220 42
413,446 40
0.0 67.6 73.4 92.2 97.9 92.3 72.0 53.9 69.1 64.1 41.2 41.5 13.7 101.1 69.3 70.1 84.1 90.3 46.1 92.6 
69.7 0.0 57.0 25.3 39.8 32.2 28.1 92.4 40.6 51.3 27.5 34.8 59.7 77.4 60.7 47.6 16.5 65.2 27.1 27.8 
76.8 61.1 0.0 63.0 49.3 49.7 30.9 57.4 16.6 9.4 48.8 72.7 59.6 27.9 7.4 9.4 65.6 17.0 67.9 57.7 
94.3 27.4 64.9 0.0 23.3 16.8 32.9 109.8 47.3 60.9 51.1 59.8 83.1 74.9 68.9 54.1 11.9 64.6 52.1 7.0 
102.4 42.2 50.1 26.3 0.0 7.6 26.8 103.4 37.1 50.6 57.7 73.5 86.6 54.3 56.4 42.2 33.6 45.8 65.9 16.3 
96.6 36.1 50.0 18.6 12.6 0.0 23.2 101.3 35.6 49.5 51.6 66.3 81.4 58.5 56.3 41.6 26.2 48.8 58.7 9.9 
74.6 28.2 32.2 36.6 28.7 23.5 0.0 78.3 14.5 27.9 33.7 54.0 60.1 49.3 36.1 21.6 34.7 37.1 47.2 28.6 
58.5 93.1 58.1 110.1 106.2 105.4 80.5 0.0 66.2 53.1 67.8 84.3 45.9 76.8 50.0 61.7 107.2 71.4 84.8 106.7 
72.7 43.7 20.5 51.1 40.2 36.5 14.8 69.5 0.0 13.8 36.8 60.0 55.9 39.0 21.6 7.1 49.1 26.4 54.3 42.5 
68.8 54.2 11.6 65.1 54.3 52.7 30.5 56.7 18.2 0.0 40.1 64.0 50.4 37.4 9.4 8.6 61.8 26.1 59.6 56.3 
41.7 28.4 53.5 52.9 61.5 54.4 38.5 69.6 37.2 43.9 0.0 23.9 32.2 75.4 49.0 41.4 44.0 62.9 19.9 51.4 
45.2 39.7 76.1 63.1 77.1 67.7 54.5 84.8 61.4 66.3 27.3 0.0 40.3 98.9 72.8 65.1 49.2 86.4 7.7 62.7 
17.6 63.7 60.0 83.9 87.8 86.4 64.2 49.3 59.5 54.4 36.5 43.2 0.0 87.4 55.6 56.6 76.3 76.5 42.8 82.7 
101.9 81.3 29.0 79.3 54.6 59.7 51.6 81.4 41.6 40.7 76.6 101.9 87.8 0.0 32.0 33.9 81.3 12.5 93.4 68.3 
72.8 60.7 10.5 73.1 61.1 57.1 38.6 51.6 21.8 9.6 53.5 76.9 58.7 32.3 0.0 14.8 70.6 22.7 68.7 63.9 
71.6 49.3 10.4 56.1 45.3 44.7 23.8 65.5 10.9 10.8 44.3 69.6 61.4 37.7 17.8 0.0 56.3 21.6 59.8 49.1 
85.6 20.0 66.4 14.0 35.0 30.3 37.2 108.4 51.0 65.7 45.2 53.6 77.3 84.3 73.6 60.4 0.0 70.1 41.7 17.6 
90.7 66.8 20.8 64.7 46.4 52.6 37.8 76.3 27.6 30.2 66.4 87.9 77.3 15.5 25.1 23.5 72.8 0.0 80.8 58.3 
49.6 31.7 68.9 54.3 67.2 62.0 47.7 86.8 58.9 61.0 23.8 10.0 44.2 94.9 72.8 63.1 43.6 84.5 0.0 55.0 
93.9 32.6 62.0 8.1 20.5 14.5 29.7 110.9 46.6 59.0 56.0 66.7 86.9 69.0 68.4 49.2 22.0 60.7 56.7 0.0 
