20
0,818 0
687,725 21
301,368 52
192,234 12
2,56 28
30,74 27
0,14 36
96,120 98
502,524 99
158,193 7
119,151 89
266,283 95
276,329 91
388,396 19
587,634 18
155,175 42
118,155 66
59,87 88
190,224 18
407,450 37
0.0 67.6 73.4 92.2 97.9 92.3 72.0 53.9 69.1 64.1 41.2 41.5 13.7 101.1 69.3 70.1 84.1 90.3 46.1 92.6 
72.3 0.0 57.0 25.3 39.8 32.2 28.1 92.4 40.6 51.3 27.5 34.8 59.7 77.4 60.7 47.6 16.5 65.2 27.1 27.8 
78.2 60.3 0.0 63.0 49.3 49.7 30.9 57.4 16.6 9.4 48.8 72.7 59.6 27.9 7.4 9.4 65.6 17.0 67.9 57.7 
93.0 27.4 67.5 0.0 23.3 16.8 32.9 109.8 47.3 60.9 51.1 59.8 83.1 74.9 68.9 54.1 11.9 64.6 52.1 7.0 
98.1 44.4 51.6 24.5 0.0 7.6 26.8 103.4 37.1 50.6 57.7 73.5 86.6 54.3 56.4 42.2 33.6 45.8 65.9 16.3 
96.2 33.3 52.3 21.7 12.0 0.0 23.2 101.3 35.6 49.5 51.6 66.3 81.4 58.5 56.3 41.6 26.2 48.8 58.7 9.9 
76.0 32.8 31.7 34.3 30.7 24.7 0.0 78.3 14.5 27.9 33.7 54.0 60.1 49.3 36.1 21.6 34.7 37.1 47.2 28.6 
56.2 96.1 61.4 112.2 105.6 103.7 78.7 0.0 66.2 53.1 67.8 84.3 45.9 76.8 50.0 61.7 107.2 71.4 84.8 106.7 
70.0 45.4 21.5 52.0 42.1 36.3 18.5 70.2 0.0 13.8 36.8 60.0 55.9 39.0 21.6 7.1 49.1 26.4 54.3 42.5 
64.6 52.4 13.6 65.0 53.8 50.1 28.9 56.2 14.7 0.0 40.1 64.0 50.4 37.4 9.4 8.6 61.8 26.1 59.6 56.3 
43.4 30.5 52.0 54.3 59.2 52.1 36.7 70.1 38.8 45.0 0.0 23.9 32.2 75.4 49.0 41.4 44.0 62.9 19.9 51.4 
46.1 39.5 77.7 60.9 75.8 67.5 55.2 86.5 64.6 68.5 28.6 0.0 40.3 98.9 72.8 65.1 49.2 86.4 7.7 62.7 
18.6 61.3 61.7 84.6 86.8 84.5 64.6 47.9 60.9 52.1 35.6 42.5 0.0 87.4 55.6 56.6 76.3 76.5 42.8 82.7 
101.3 80.3 28.9 77.6 56.8 61.9 49.9 81.0 43.8 38.5 79.7 99.3 89.1 0.0 32.0 33.9 81.3 12.5 93.4 68.3 
73.7 64.4 10.9 69.0 56.6 57.5 37.6 51.9 21.9 13.2 49.5 74.2 55.9 36.2 0.0 14.8 70.6 22.7 68.7 63.9 
74.6 49.6 10.6 54.1 46.7 46.2 26.4 62.5 11.5 12.4 46.3 65.6 60.1 37.5 16.5 0.0 56.3 21.6 59.8 49.1 
88.2 20.2 70.5 13.9 35.2 30.7 37.0 109.3 51.0 63.7 47.5 52.1 80.9 81.3 74.7 56.3 0.0 70.1 41.7 17.6 
95.0 68.4 18.8 66.3 46.1 50.9 37.3 76.0 27.3 27.1 63.4 86.6 80.0 16.2 23.0 26.5 74.0 0.0 80.8 58.3 
48.3 30.7 68.0 55.4 66.7 62.1 51.6 86.8 55.7 63.0 21.9 8.8 46.0 96.5 70.7 63.2 43.8 83.4 0.0 55.0 
97.0 31.8 60.6 10.0 19.8 12.4 29.7 107.9 45.9 60.4 55.4 63.3 85.8 70.8 64.1 52.0 21.8 59.1 57.3 0.0 
