40
0,1042 0
694,705 96
563,584 31
191,208 12
585,603 56
552,569 58
1001,1011 52
373,378 12
514,530 23
57,65 87
136,159 89
278,299 47
20,39 29
341,370 78
311,347 56
451,470 49
416,422 92
290,312 13
295,319 76
121,134 96
393,404 15
102,130 70
226,236 22
505,523 28
580,605 82
155,174 71
640,662 93
445,468 74
10,32 29
738,762 97
70,82 81
465,490 36
906,928 39
33,67 52
379,405 51
524,544 26
87,111 92
181,195 74
822,830 49
539,556 86
0.0 90.6 52.4 78.0 87.6 76.5 26.7 96.6 58.3 46.7 40.1 60.3 24.2 8.3 47.3 44.0 39.2 29.7 36.2 31.4 41.5 68.3 89.4 80.4 33.0 52.5 43.0 70.0 55.7 48.9 64.1 42.1 63.4 37.4 90.7 49.1 48.0 87.4 88.7 74.0 
94.7 0.0 76.5 17.3 8.9 17.3 69.8 24.2 39.8 58.7 95.7 34.0 85.5 97.6 47.0 88.3 108.5 104.4 54.8 72.2 59.7 55.8 33.9 11.5 78.6 59.4 58.5 21.2 106.1 42.2 50.2 107.9 28.3 62.7 14.4 43.2 89.3 51.3 24.8 28.3 
56.9 77.8 0.0 74.0 79.1 71.9 59.3 94.6 68.4 20.2 24.9 44.1 70.0 53.0 60.0 87.7 39.9 41.4 40.7 67.1 23.1 25.8 94.9 71.9 19.3 78.1 67.5 57.5 30.1 53.6 83.0 37.4 61.7 64.9 85.0 40.7 14.2 44.9 89.3 49.0 
79.6 18.8 77.6 0.0 10.3 2.1 55.1 20.8 23.2 54.3 89.6 30.0 70.1 85.7 31.8 71.4 101.0 95.6 44.1 56.5 53.7 58.1 22.7 6.6 71.8 42.2 42.2 17.3 101.9 29.1 32.9 101.0 14.9 46.9 12.7 35.1 85.2 59.4 15.4 32.2 
88.7 10.8 82.9 15.1 0.0 11.3 65.2 16.9 33.5 60.2 96.6 35.2 80.4 95.1 42.0 81.6 108.6 103.8 52.8 66.8 60.4 60.4 25.1 7.6 79.0 52.3 52.6 21.6 108.0 38.7 42.2 108.4 24.2 57.3 6.5 42.5 91.2 58.3 16.0 33.0 
76.8 19.7 74.4 6.1 14.7 0.0 53.9 22.9 22.5 52.2 87.6 27.8 69.1 84.1 30.7 71.0 99.0 93.7 42.2 55.6 51.6 56.0 24.7 6.0 69.7 42.0 41.5 15.2 99.8 27.5 33.3 99.0 13.2 46.0 14.5 33.1 83.1 57.6 17.6 30.3 
30.1 72.4 64.2 55.3 67.9 55.5 0.0 71.9 33.2 44.5 57.8 45.8 16.2 35.0 23.2 28.9 62.2 53.6 23.4 7.8 39.1 64.9 63.4 58.7 43.3 26.0 16.3 51.3 73.8 28.0 37.4 64.1 41.5 10.7 67.3 35.1 61.3 80.7 63.8 60.2 
101.2 26.7 95.3 24.1 20.7 26.9 75.1 0.0 38.7 75.1 110.4 50.4 85.4 104.5 49.3 82.6 121.6 115.9 64.2 71.6 74.5 77.1 13.8 23.0 92.5 53.3 57.0 37.1 122.7 48.6 40.8 121.7 35.1 62.4 10.3 55.9 106.0 75.1 8.2 49.9 
58.3 40.9 71.3 26.1 34.1 23.5 37.7 39.9 0.0 48.4 78.0 31.4 47.3 66.4 11.1 48.4 87.0 80.1 29.9 33.5 45.4 60.5 31.3 28.3 60.3 20.2 19.1 27.3 92.4 14.7 16.0 87.8 14.2 24.0 34.5 28.2 76.6 69.0 30.6 42.1 
50.3 60.8 25.1 57.0 62.6 56.8 48.4 75.9 51.4 0.0 37.1 25.0 58.0 50.4 40.6 73.4 50.7 48.2 22.6 52.0 5.6 21.7 74.7 52.8 21.1 59.7 49.5 38.5 47.7 33.7 63.3 49.6 41.5 47.8 65.8 20.5 30.9 40.6 69.4 33.3 
40.6 99.1 29.1 91.7 100.5 92.0 58.3 113.7 81.6 38.4 0.0 61.7 62.9 36.9 67.7 82.6 14.9 18.0 48.1 65.1 36.1 50.2 107.9 89.0 17.9 81.8 70.8 75.1 16.0 63.8 90.0 12.8 75.5 66.5 101.7 54.4 12.0 69.7 104.0 70.2 
65.2 34.5 46.8 31.0 35.7 27.8 49.7 55.2 31.8 29.0 64.2 0.0 62.0 66.4 29.2 71.6 74.5 70.6 24.5 51.1 25.7 29.7 51.7 27.8 44.5 48.9 41.9 13.5 72.8 20.7 47.5 73.9 19.7 43.3 40.9 11.3 55.9 38.1 45.4 14.4 
