60
0,1259 0
493,509 92
244,255 2
216,229 42
158,188 16
416,422 93
563,582 24
420,438 7
37,54 41
513,541 56
3,17 64
773,797 34
965,975 36
385,396 15
640,668 45
217,253 96
851,870 54
120,139 45
634,657 6
449,468 80
278,293 77
587,599 77
375,396 39
700,728 35
701,736 63
680,705 98
519,548 95
735,755 87
75,107 31
36,53 100
173,194 57
342,371 80
720,753 98
320,335 1
652,677 99
800,821 50
343,356 65
450,475 18
992,1015 29
238,262 81
466,482 38
47,83 11
102,119 98
903,934 26
721,745 43
21,40 10
393,413 32
1173,1194 9
133,154 38
662,698 69
493,509 28
756,766 47
1133,1152 12
386,397 5
1048,1070 42
562,589 63
291,301 34
549,573 9
605,622 59
622,645 99
0.0 60.3 56.2 75.2 25.8 32.8 35.6 49.1 12.9 69.1 83.4 44.5 24.8 59.7 48.9 77.1 87.7 50.3 23.8 49.0 17.7 31.9 81.7 81.0 70.1 5.2 80.9 72.7 45.1 89.2 51.5 93.9 50.8 61.4 84.2 40.0 10.2 43.3 58.3 20.0 61.0 91.0 29.3 85.7 62.3 32.0 44.9 101.0 54.4 6.7 89.5 83.0 28.1 30.8 29.8 61.7 25.6 34.5 40.0 81.8 
61.4 0.0 24.6 39.3 34.9 88.9 25.8 65.3 69.8 75.4 92.5 72.5 36.3 99.0 15.2 36.6 71.3 90.6 43.7 19.0 73.6 34.7 102.1 99.8 101.4 64.1 100.5 53.6 68.9 46.7 47.0 112.2 29.6 91.4 75.4 40.9 54.1 39.7 6.5 49.8 63.1 63.7 32.1 104.5 79.3 33.1 91.4 70.3 92.8 53.8 113.6 107.1 36.0 88.1 86.4 2.8 85.9 64.8 76.2 81.0 
60.2 27.4 0.0 20.7 36.8 77.8 32.9 43.6 61.7 51.2 68.1 52.9 32.5 79.9 14.1 21.2 47.9 72.4 33.4 36.7 64.2 24.3 78.6 76.2 79.9 58.3 77.0 29.7 48.7 33.5 23.7 88.2 7.3 70.3 51.1 22.1 47.1 19.4 18.0 39.1 39.0 42.9 36.5 80.8 56.3 24.2 75.4 51.2 73.8 49.5 90.3 84.1 28.1 77.9 75.9 27.4 81.1 47.4 58.5 56.4 
79.0 42.6 22.3 0.0 57.4 92.6 53.5 50.0 78.9 49.1 63.5 61.4 52.6 87.3 34.1 5.2 33.9 81.4 51.5 55.5 80.7 43.5 77.7 75.0 83.8 76.6 76.0 19.4 56.8 14.3 30.4 85.1 24.4 75.2 40.7 36.7 65.5 33.3 33.6 56.5 39.2 24.3 57.2 78.9 58.4 43.8 86.5 31.3 81.8 68.7 89.6 84.1 47.6 93.3 91.2 41.7 99.1 59.2 68.9 49.1 
29.3 38.6 38.2 60.5 0.0 56.8 9.8 51.3 36.7 68.7 85.5 52.8 8.1 75.5 25.7 57.9 78.7 66.1 18.8 23.8 41.1 17.6 89.1 87.6 82.3 30.1 87.9 61.2 51.0 70.1 43.0 100.8 33.9 72.4 78.2 30.6 21.8 32.6 33.7 22.5 57.6 77.7 3.9 92.5 66.6 16.2 63.9 86.9 69.4 19.7 99.0 92.3 14.1 55.4 54.0 36.0 51.1 42.6 52.6 79.1 
35.8 92.2 78.3 93.5 59.9 0.0 66.5 49.3 20.2 66.9 75.7 38.4 52.8 36.3 75.2 96.0 93.4 29.4 45.7 80.6 15.7 55.2 67.1 67.5 50.5 27.7 66.9 83.3 42.1 107.0 63.1 78.4 70.8 45.2 86.6 56.4 35.2 59.7 85.4 39.5 64.4 101.5 60.7 71.3 55.5 56.4 19.7 111.5 33.5 37.4 71.1 65.7 53.1 3.5 3.1 90.7 22.6 34.7 29.5 80.3 
38.4 27.4 35.3 57.8 12.8 69.9 0.0 56.3 46.5 72.1 89.3 59.5 15.0 83.5 19.6 53.1 78.3 74.3 25.6 14.3 50.8 20.8 94.5 92.8 89.3 39.9 93.2 60.2 57.2 65.1 44.6 106.0 32.0 79.2 79.1 33.2 31.3 34.2 25.7 30.5 60.3 75.5 6.3 97.7 71.6 18.8 72.8 84.1 77.3 29.5 105.0 98.3 18.8 65.1 63.7 26.6 60.7 49.8 60.4 81.4 
51.0 68.4 44.1 54.2 52.3 49.5 56.5 0.0 44.2 20.1 34.9 12.0 43.1 37.3 50.3 54.6 44.1 31.5 32.7 68.5 43.2 35.5 38.2 36.5 36.3 46.8 36.9 35.8 7.4 63.2 20.6 49.6 36.7 26.6 37.6 24.7 39.9 25.6 59.3 31.5 15.1 53.1 54.4 41.4 15.3 37.5 37.9 62.9 31.8 45.8 49.0 42.4 37.7 51.2 49.0 68.0 64.0 15.9 20.7 33.1 
17.5 74.2 63.2 80.3 40.9 21.5 49.8 44.5 0.0 64.1 76.7 36.9 33.5 47.9 56.9 81.5 86.3 38.8 28.3 60.4 4.8 37.7 72.7 72.3 59.5 7.7 72.1 73.1 38.7 93.2 51.8 84.8 55.4 51.5 81.3 42.2 15.7 45.6 66.9 22.5 58.0 91.7 40.5 76.8 55.4 38.5 32.4 101.8 43.0 17.1 79.5 73.2 34.8 18.6 17.3 71.5 20.7 28.3 30.5 77.3 
73.5 77.3 51.3 49.9 71.8 69.2 73.1 24.1 68.2 0.0 17.3 28.6 60.6 45.1 61.7 54.3 29.7 43.2 51.1 82.6 62.9 51.6 28.6 25.9 36.9 67.0 26.9 30.3 25.6 59.5 28.7 37.1 45.8 30.7 20.6 38.9 59.7 38.2 68.9 50.9 12.3 42.6 71.3 30.0 13.0 53.4 52.0 51.1 41.5 65.5 40.5 35.0 54.7 69.3 67.2 78.2 83.5 35.7 37.4 13.3 
87.7 94.0 70.2 64.4 87.3 78.9 94.0 36.3 77.1 17.4 0.0 39.8 77.3 46.4 79.0 68.8 36.5 48.0 67.4 99.9 74.7 68.6 17.7 15.0 33.7 80.7 16.3 44.1 38.4 72.0 46.0 21.7 62.9 32.3 26.1 56.1 74.7 55.5 85.9 66.5 29.6 51.5 88.2 16.9 21.3 70.5 58.0 58.0 44.9 80.6 28.2 24.8 71.5 78.5 76.6 95.3 94.7 49.0 47.2 15.5 
47.0 74.4 55.6 63.6 52.9 41.5 62.3 16.4 39.2 32.4 44.7 0.0 45.0 26.9 57.2 65.8 55.5 20.0 34.1 72.8 34.9 39.7 37.5 36.6 29.7 41.2 36.6 47.8 4.6 74.9 31.2 49.6 45.6 19.7 48.2 31.7 36.9 33.6 66.9 30.7 26.8 65.0 56.3 41.3 18.5 41.6 25.9 74.8 20.9 42.8 46.5 39.7 40.7 40.7 38.6 75.1 55.2 10.5 9.0 42.0 
