20
0,775 0
231,260 43
602,620 11
360,376 91
288,297 96
89,115 28
160,180 42
19,51 73
65,90 79
252,276 64
702,729 15
193,215 38
451,468 49
114,123 91
72,86 2
129,144 45
399,420 4
513,539 17
15,33 71
42,77 60
0.0 11.0 65.3 22.2 67.1 44.7 76.1 59.6 15.8 97.9 36.3 95.8 76.6 53.6 55.7 99.4 87.5 63.5 52.6 78.6 
11.5 0.0 60.8 33.2 73.0 43.0 77.4 63.9 7.4 102.0 43.5 99.2 79.6 58.4 59.8 96.4 83.3 65.3 54.3 77.7 
68.6 61.7 0.0 75.5 63.5 24.0 40.1 49.5 53.4 72.1 58.4 66.7 50.3 50.9 47.9 36.9 22.5 36.9 34.5 28.3 
24.4 34.0 77.1 0.0 56.0 51.9 74.3 53.1 36.4 89.4 26.4 88.6 71.5 46.4 49.7 105.0 95.9 61.8 52.3 81.2 
70.2 73.9 63.9 57.3 0.0 46.9 32.8 14.1 69.9 33.8 31.1 34.0 22.9 15.7 16.8 72.8 72.5 27.4 30.0 47.6 
48.2 43.4 29.0 54.5 47.8 0.0 36.7 33.2 36.3 66.0 34.8 61.9 42.3 31.9 30.1 54.8 44.1 26.5 17.6 34.7 
80.2 80.6 42.7 76.9 33.9 37.7 0.0 23.7 71.7 32.0 48.6 26.8 11.6 29.8 25.7 40.0 41.8 12.6 23.4 15.9 
61.1 65.5 50.3 57.7 18.5 37.5 27.5 0.0 59.7 38.2 26.7 36.2 18.3 6.7 4.0 62.2 60.0 14.6 15.9 36.4 
18.3 12.3 56.6 40.8 70.1 39.2 72.8 64.4 0.0 97.4 41.8 94.4 74.6 54.8 55.7 89.2 75.9 59.8 48.9 71.0 
98.5 103.5 76.6 91.2 33.9 68.3 32.5 40.9 97.9 0.0 63.5 5.9 23.6 44.3 42.2 62.9 70.3 39.5 49.3 45.6 
36.5 46.1 59.0 27.8 34.4 35.4 50.9 27.1 43.3 65.3 0.0 62.3 45.1 20.0 23.4 82.4 75.7 36.5 28.4 57.3 
98.7 101.8 69.6 92.0 38.0 62.6 28.9 36.8 95.0 7.9 65.4 0.0 19.8 42.6 40.1 57.0 64.4 35.4 45.8 39.8 
81.5 81.8 52.7 74.0 25.9 46.7 13.2 23.3 78.0 27.1 46.2 20.7 0.0 25.1 21.7 51.0 53.4 15.8 25.9 27.5 
55.3 63.1 54.1 51.2 18.6 35.3 30.2 7.5 57.8 47.3 21.3 43.4 27.3 0.0 4.1 67.1 63.5 19.2 16.4 41.3 
57.2 61.1 50.1 51.1 18.9 30.7 29.1 6.0 56.3 43.8 23.8 40.5 26.6 5.1 0.0 63.0 59.7 15.1 13.5 37.2 
100.9 100.1 37.2 106.3 74.2 55.4 41.2 66.9 94.1 65.5 84.8 58.1 54.4 67.5 63.3 0.0 16.3 47.8 54.0 25.8 
90.4 87.3 26.2 96.0 73.8 45.1 45.2 60.3 80.1 72.2 79.0 64.8 56.5 66.8 62.5 18.7 0.0 45.4 48.2 25.9 
65.2 66.0 40.3 66.3 31.8 30.7 16.9 16.8 62.9 42.2 37.9 40.0 19.8 19.3 17.2 47.9 46.8 0.0 11.0 22.0 
56.2 58.5 39.4 57.1 34.9 21.2 27.7 16.2 49.1 49.5 29.7 50.0 30.4 16.4 16.6 58.9 50.1 14.2 0.0 29.0 
79.4 82.1 28.9 82.4 48.9 39.2 19.5 37.8 73.8 46.0 60.5 40.4 31.3 46.0 37.9 28.7 27.2 22.7 31.1 0.0 
