40
0,908 0
64,71 90
126,147 6
283,304 45
327,352 2
425,458 6
333,360 88
851,862 69
145,179 48
528,537 34
235,250 51
538,553 43
318,335 18
79,107 74
185,200 80
152,188 51
504,530 44
97,113 84
754,779 76
78,93 37
729,734 44
889,893 76
457,471 84
169,188 82
313,326 5
40,69 84
28,57 25
142,158 69
611,622 23
264,280 49
221,244 31
390,418 94
26,35 87
480,505 18
656,669 87
358,385 71
173,187 93
188,207 73
95,132 4
199,222 21
0.0 18.8 56.0 75.7 27.5 80.2 63.3 37.9 68.9 33.7 82.5 76.2 7.8 57.9 44.3 53.3 24.5 24.2 12.7 20.7 47.0 32.0 50.7 68.0 19.1 18.6 30.6 26.5 60.2 46.6 57.7 30.8 61.8 55.9 66.8 49.8 48.0 16.8 58.1 59.2 
22.6 0.0 44.8 68.3 9.9 69.0 44.5 19.3 72.4 15.8 83.7 71.0 18.4 39.5 26.4 58.8 23.3 42.2 16.6 16.1 32.7 29.2 32.5 62.2 25.3 17.9 13.9 42.5 43.5 29.8 45.9 25.5 61.4 61.9 61.5 31.1 29.4 17.7 40.1 46.4 
60.0 48.7 0.0 25.6 36.2 24.3 44.9 35.6 51.9 33.6 55.0 31.8 49.3 33.9 29.2 48.0 33.5 79.0 43.8 60.8 65.1 27.5 31.4 23.3 69.6 62.8 50.4 63.3 22.8 23.2 2.5 69.0 35.4 50.8 23.9 37.3 35.5 39.8 30.4 78.4 
77.8 69.9 26.2 0.0 60.7 16.5 68.4 61.2 41.9 58.8 37.7 9.6 68.1 57.8 54.8 46.7 51.3 96.3 63.0 84.4 90.7 43.8 56.5 9.3 91.8 85.9 75.5 75.3 45.2 48.7 26.0 93.3 27.7 48.4 11.4 62.5 60.9 58.9 54.1 104.0 
29.9 11.1 39.6 62.1 0.0 60.1 36.5 10.8 70.1 6.2 79.9 64.5 25.0 30.3 16.7 58.0 22.7 51.6 21.2 24.9 33.5 26.3 23.1 55.4 35.1 27.3 15.4 48.3 33.6 19.8 37.1 32.7 57.4 61.2 55.0 22.8 20.8 20.3 30.5 47.6 
80.6 71.4 27.2 16.7 64.1 0.0 58.6 57.6 58.0 56.6 54.2 26.1 73.2 48.9 49.9 60.8 56.9 102.7 67.7 84.9 86.0 50.0 49.6 23.7 94.0 87.0 73.3 84.7 36.0 43.8 23.1 92.5 42.8 62.9 25.9 55.7 54.6 63.7 45.2 98.3 
64.0 46.7 46.3 69.7 37.0 61.4 0.0 25.7 94.8 30.6 99.8 76.2 61.5 11.0 22.2 86.8 56.0 86.3 57.7 52.4 35.9 56.0 15.9 68.1 64.7 56.0 36.0 84.7 23.2 25.0 43.5 53.5 79.0 90.0 68.9 13.8 15.9 56.1 14.5 44.1 
42.6 19.6 40.2 65.8 11.3 62.2 29.7 0.0 76.7 5.2 85.0 66.4 35.8 20.2 8.4 66.0 32.0 61.5 32.0 30.9 29.5 34.0 13.3 57.4 42.5 34.0 16.2 59.1 26.2 13.9 35.7 36.0 62.7 69.2 57.4 12.0 10.1 30.8 21.2 43.2 
73.3 76.7 56.9 42.2 70.5 60.7 99.2 81.4 0.0 72.1 15.8 33.4 61.4 83.9 74.4 16.1 49.1 80.6 58.6 86.0 103.6 43.8 79.3 34.4 88.0 85.6 84.9 53.8 74.4 70.0 54.1 96.6 16.5 14.7 32.4 83.9 81.7 55.7 80.9 117.7 
34.3 18.9 36.8 58.9 8.1 60.9 30.9 5.9 73.2 0.0 80.8 63.4 31.0 24.1 10.6 61.0 26.7 57.7 27.0 29.4 32.7 29.0 16.9 54.4 40.3 32.2 16.8 54.0 27.9 14.4 34.0 36.0 58.4 64.2 54.2 16.8 14.7 25.6 24.4 46.7 
84.5 87.6 58.1 37.9 80.1 56.7 102.8 87.9 16.4 81.4 0.0 28.1 74.8 88.8 81.3 31.5 60.8 95.8 71.4 98.3 113.3 54.5 85.3 33.2 101.4 98.3 95.2 69.2 77.8 76.2 56.8 108.7 22.4 30.4 31.7 90.5 88.5 68.0 85.4 127.4 
79.2 71.4 36.6 14.0 66.6 30.9 76.5 68.6 34.4 65.5 31.6 0.0 68.4 65.3 60.8 40.4 51.7 95.2 63.6 87.0 95.9 44.2 63.3 9.0 93.3 88.1 79.7 72.3 53.1 54.9 32.8 96.5 21.0 41.7 9.5 69.1 67.3 59.5 61.7 109.6 
11.3 21.2 52.9 72.8 26.2 74.2 64.0 36.7 66.4 33.7 78.7 71.0 0.0 54.9 41.0 46.1 16.8 29.8 5.5 25.8 50.0 24.3 47.7 60.3 26.6 24.7 32.0 24.0 55.7 42.4 51.1 36.5 53.9 48.8 59.0 47.8 45.8 9.5 54.6 63.0 
59.3 40.8 35.3 61.5 32.4 49.9 13.5 21.2 86.6 24.7 90.7 67.2 59.8 0.0 13.9 76.4 47.2 81.7 50.5 50.4 39.9 46.3 7.1 57.1 62.4 53.7 34.4 77.0 12.9 14.8 32.5 53.7 68.0 79.5 57.9 9.8 10.6 48.4 3.7 50.5 
44.5 27.5 33.8 58.9 18.2 53.6 22.9 11.2 76.4 12.5 85.1 63.5 44.5 15.3 0.0 65.2 33.8 68.3 36.5 39.2 36.2 33.9 6.7 52.0 50.6 42.2 24.6 63.2 17.8 6.1 28.9 44.4 59.4 68.4 52.2 9.5 7.3 34.5 13.8 49.2 
